IF2019,,Cross-modality interactive attention network for multispectral pedestrian detection.,,,,"Lu Zhang,Zhiyong Liu,Shifeng Zhang,Xu Yang,Hong Qiao,Kaizhu Huang,Amir Hussain",
IF2019,,Affective video content analysis based on multimodal data fusion in heterogeneous networks.,,,,"Tiancheng Li,Hongqi Fan,Jesús García,Juan M. Corchado",
IF2019,,EmbraceNet: A robust deep learning architecture for multimodal classification.,,,,"Ziguo Fu,Huchang Liao",
IF2019,,Knowledge-based multimodal information fusion for role recognition and situation assessment by using mobile robot.,,,,"Chule Yang,Danwei Wang,Yijie Zeng,Yufeng Yue,Prarinya Siritanawan",
IF2019,,Multimodal image registration using Laplacian commutators.,,,,"Veronika A. Zimmer,Miguel Ángel González Ballester,Gemma Piella",
IF2020,,"Advances in multimodal data fusion in neuroimaging: Overview, challenges, and novel orientation.",,,,"Yu-Dong Zhang,Zhengchao Dong,Shui-Hua Wang,Xiang Yu,Xujing Yao,Qinghua Zhou,Hua Hu,Min Li,Carmen Jimenez-Mesa,Javier Ramírez,Francisco Jesús Martínez-Murcia,Juan Manuel Górriz",
IF2020,,Foundations of Multimodal Co-learning.,,,,"Amir Zadeh,Paul Pu Liang,Louis-Philippe Morency",
IF2019,,Multimodal data fusion for sensitive scene localization.,,,,"Daniel Moreira,Sandra Avila,Mauricio Perez,Daniel Moraes,Vanessa Testoni,Eduardo Valle,Siome Goldenstein,Anderson Rocha",
IF2020,,Emotion recognition using multi-modal data and machine learning techniques: A tutorial and review.,,,,"Jianhua Zhang,Zhong Yin,Peng Chen,Stefano Nichele",
IF2020,,Feature-level fusion approaches based on multimodal EEG data for depression recognition.,,,,"Hanshu Cai,Zhidiao Qu,Zhe Li,Yi Zhang,Xiping Hu,Bin Hu",
IF2019,,Alternating diffusion maps for multimodal data fusion.,,,,"Ori Katz,Ronen Talmon,Yu-Lun Lo,Hau-Tieng Wu",
IF2020,,Indic handwritten script identification using offline-online multi-modal deep network.,,,,"Ayan Kumar Bhunia,Subham Mukherjee,Aneeshan Sain,Ankan Kumar Bhunia,Partha Pratim Roy,Umapada Pal",
IF2020,,Multimodal feature fusion by relational reasoning and attention for visual question answering.,,,,"Weifeng Zhang,Jing Yu,Hua Hu,Haiyang Hu,Zengchang Qin",
IF2020,,Variational bimodal image fusion with data-driven tight frame.,,,,"Ying Zhang,Xiaoqun Zhang",
IF2021,,A smartphone-based multimodal indoor tracking system.,,,,"Miguel Martínez del Horno,Luis Orozco-Barbosa,Ismael García-Varea",
IF2020,,Feasibility study of a multi-criteria decision-making based hierarchical model for multi-modality feature and multi-classifier fusion: Applications in medical prognosis prediction.,,,,"Qiang He,Xin Li,D. W. Nathan Kim,Xun Jia,Xuejun Gu,Xin Zhen,Linghong Zhou",
IF2021,,A review of state-of-the-art in Face Presentation Attack Detection: From early development to advanced deep learning and multi-modal fusion methods.,,,,"Faseela Abdullakutty,Eyad Elyan,Pamela Johnston",
IF2021,,Multimodal feature-wise co-attention method for visual question answering.,,,,"Sheng Zhang,Min Chen,Jincai Chen,Fuhao Zou,Yuan-Fang Li,Ping Lu",
IF2021,,A review of multimodal image matching: Methods and applications.,,,,"Xingyu Jiang,Jiayi Ma,Guobao Xiao,Zhenfeng Shao,Xiaojie Guo",
IF2021,,Pay attention to doctor-patient dialogues: Multi-modal knowledge graph attention image-text embedding for COVID-19 diagnosis.,,,,"Wenbo Zheng,Lan Yan,Chao Gou,Zhi-Cheng Zhang,Jun Jason Zhang,Ming Hu,Fei-Yue Wang",
IF2021,,Multimodal spatio-temporal-spectral fusion for deep learning applications in physiological time series processing: A case study in monitoring the depth of anesthesia.,,,,"Nooshin Bahador,Jarno Jokelainen,Seppo Mustola,Jukka Kortelainen",
IF2021,,"Multimodal Video Sentiment Analysis Using Deep Learning Approaches, a Survey.",,,,"Sarah A. Abdu,Ahmed H. Yousef,Ashraf Salem",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TIP2019,,Generalized Semantic Preserving Hashing for Cross-Modal Retrieval.,,,,"Devraj Mandal,Kunal N. Chaudhury,Soma Biswas",
TIP2020,,Neural Multimodal Cooperative Learning Toward Micro-Video Understanding.,,,,"Yinwei Wei,Xiang Wang,Weili Guan,Liqiang Nie,Zhouchen Lin,Baoquan Chen",
TIP2022,,L: Multi-Modal Multi-Margin Metric Learning for RGBT Tracking.,,,,"Sibao Chen,Qing-Song Wei,Wenzhong Wang,Jin Tang,Bin Luo,Zu-Yuan Wang",
TIP2023,,CMOS-GAN: Semi-Supervised Generative Adversarial Model for Cross-Modality Face Image Synthesis.,,,,"Shikang Yu,Hu Han,Shiguang Shan,Xilin Chen",
TIP2021,,iCmSC: Incomplete Cross-Modal Subspace Clustering.,,,,"Qianqian Wang,Huanhuan Lian,Gan Sun,Quanxue Gao,Licheng Jiao",
TIP2020,,Holistic Multi-Modal Memory Network for Movie Question Answering.,,,,"Anran Wang,Anh Tuan Luu,Chuan-Sheng Foo,Hongyuan Zhu,Yi Tay,Vijay Chandrasekhar",
TIP2020,,Learning Modality-Specific Representations for Visible-Infrared Person Re-Identification.,,,,"Zhan-Xiang Feng,Jianhuang Lai,Xiaohua Xie",
TIP2021,,Multidataset Independent Subspace Analysis With Application to Multimodal Fusion.,,,,"Rogers F. Silva,Sergey M. Plis,Tülay Adali,Marios S. Pattichis,Vince D. Calhoun",
TIP2021,,Deep Relation Embedding for Cross-Modal Retrieval.,,,,"Yifan Zhang,Wengang Zhou,Min Wang,Qi Tian,Houqiang Li",
TIP2020,,Multimodal Change Detection in Remote Sensing Images Using an Unsupervised Pixel Pairwise-Based Markov Random Field Model.,,,,"Redha Touati,Max Mignotte,Mohamed Dahmane",
TIP2023,,ReDFeat: Recoupling Detection and Description for Multimodal Feature Learning.,,,,"Yuxin Deng,Jiayi Ma",
TIP2022,,High-Resolution Depth Maps Imaging via Attention-Based Hierarchical Multi-Modal Fusion.,,,,"Hanbin Son,Taeoh Kim,Hyeongmin Lee,Sangyoun Lee",
TIP2019,,Online Data Organizer: Micro-Video Categorization by Structure-Guided Multimodal Dictionary Learning.,,,,"Meng Liu,Liqiang Nie,Xiang Wang,Qi Tian,Baoquan Chen",
TIP2022,,Two-Step Registration on Multi-Modal Retinal Images via Deep Neural Networks.,,,,"Tao Wang,Jun Hao Liew,Yu Li,Yunpeng Chen,Jiashi Feng",
TIP2021,,Asymmetric Supervised Consistent and Specific Hashing for Cross-Modal Retrieval.,,,,"Shuping Zhao,Bob Zhang",
TIP2023,,CAVER: Cross-Modal View-Mixed Transformer for Bi-Modal Salient Object Detection.,,,,"Zehua Sheng,Hui-Liang Shen,Bo-Wen Yao,Huaqi Zhang",
TIP2022,,Geometry Sensitive Cross-Modal Reasoning for Composed Query Based Image Retrieval.,,,,"Pingyang Dai,Peixian Chen,Qiong Wu,Xiaopeng Hong,Qixiang Ye,Qi Tian,Chia-Wen Lin,Rongrong Ji",
TIP2021,,Cross-Domain Image Captioning via Cross-Modal Retrieval and Model Adaptation.,,,,"Guang-Yong Chen,Min Gan,Shuqiang Wang,C. L. Philip Chen",
TIP2023,,Interpretable Multi-Modal Image Registration Network Based on Disentangled Convolutional Sparse Coding.,,,,"Chaofan Chen,Xiaoshan Yang,Jinpeng Zhang,Bo Dong,Changsheng Xu",
TIP2020,,Collective Affinity Learning for Partial Cross-Modal Hashing.,,,,"Jun Guo,Wenwu Zhu",
TIP2021,,A Bilevel Integrated Model With Data-Driven Layer Ensemble for Multi-Modality Image Fusion.,,,,"Chongzhi Zhang,Aishan Liu,Xianglong Liu,Yitao Xu,Hang Yu,Yuqing Ma,Tianlin Li",
TIP2023,,Graph Embedding Contrastive Multi-Modal Representation Learning for Clustering.,,,,"Hao Hou,Jun Xu,Yingkun Hou,Xiaotao Hu,Benzheng Wei,Dinggang Shen",
TIP2022,,Video Moment Retrieval With Cross-Modal Neural Architecture Search.,,,,"Haoran Bai,Jinshan Pan,Xinguang Xiang,Jinhui Tang",
TIP2022,,Learning Discriminative Cross-Modality Features for RGB-D Saliency Detection.,,,,"Yuhuai Zhang,Kai Zhang,Li Zhang,Shanshe Wang,Wen Gao",
TIP2022,,Multi-Modal Convolutional Dictionary Learning.,,,,"Zhengxu Yu,Dong Shen,Zhongming Jin,Jianqiang Huang,Deng Cai,Xian-Sheng Hua",
TIP2020,,Deep Coupled ISTA Network for Multi-Modal Image Super-Resolution.,,,,"Xin Deng,Pier Luigi Dragotti",
TIP2023,,Multimodal Remote Sensing Image Segmentation With Intuition-Inspired Hypergraph Modeling.,,,,"Liang Xie,Guodong Xu,Deng Cai,Xiaofei He",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
NMI2023,,Mixed-modality speech recognition and interaction using a wearable artificial throat.,,,,"Qisheng Yang,Weiqiu Jin,Qihang Zhang,Yuhong Wei,Zhanfeng Guo,Xiaoshi Li,Yi Yang,Qingquan Luo,He Tian,Tianling Ren",
NMI2023,,A multi-modal pre-training transformer for universal transfer learning in metal-organic frameworks.,,,,"Yeonghun Kang,Hyunsoo Park,Berend Smit,Jihan Kim",
NMI2021,,Code-free deep learning for multi-modality medical image classification.,,,,"Edward Korot,Zeyu Guan,Daniel Ferraz,Siegfried K. Wagner,Gongyu Zhang,Xiaoxuan Liu,Livia Faes,Nikolas Pontikos,Samuel G. Finlayson,Hagar Khalid,Gabriella Moraes,Konstantinos Balaskas,Alastair K. Denniston,Pearse A. Keane",
NMI2023,,Multimodal learning with graphs.,,,,"Yasha Ektefaie,George Dasoulas,Ayush Noori,Maha Farhat,Marinka Zitnik",
NMI2023,,Multimodal data fusion for cancer biomarker discovery with deep learning.,,,,"Sandra Steyaert,Marija Pizurica,Divya Nagaraj,Priya Khandelwal,Tina Hernandez-Boussard,Andrew J. Gentles,Olivier Gevaert",
NMI2022,,Contrastive learning enables rapid mapping to multimodal single-cell atlas of multimillion scale.,,,,"Meng Yang,Yueyuxiao Yang,Chenxi Xie,Ming Ni,Jian Liu,Huanming Yang,Feng Mu,Jian Wang",
NMI2021,,Radiological tumour classification across imaging modality and histology.,,,,"Jia Wu,Chao Li,Michael Gensheimer,Sukhmani Padda,Fumi Kato,Hiroki Shirato,Yiran Wei,Carola-Bibiane Schönlieb,Stephen John Price,David A. Jaffray,John V. Heymach,Joel W. Neal,Billy W. Loo,Heather Wakelee,Maximilian Diehn,Ruijiang Li",
NMI2021,,Modality attention and sampling enables deep learning with heterogeneous marker combinations in fluorescence microscopy.,,,,"Alvaro Gomariz,Tiziano Portenier,Patrick M. Helbling,Stephan Isringhausen,Ute Suessbier,César Nombela-Arrieta,Orcun Goksel",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
IJCV2021,,Improving Image Description with Auxiliary Modality for Visual Localization in Challenging Conditions.,,,,"Nathan Piasco,Désiré Sidibé,Valérie Gouet-Brunet,Cédric Demonceaux",
IJCV2022,,Perspectives and Prospects on Transformer Architecture for Cross-Modal Tasks with Language and Vision.,,,,"Andrew Shin,Masato Ishii,Takuya Narihira",
IJCV2023,,Animal Pose Tracking: 3D Multimodal Dataset and Token-based Pose Optimization.,,,,"Mahir Patel,Yiwen Gu,Lucas C. Carstensen,Michael E. Hasselmo,Margrit Betke",
IJCV2019,,Motion-Compensated Spatio-Temporal Filtering for Multi-Image and Multimodal Super-Resolution.,,,,"Antoni Buades,Joan Duran,Julia Navarro",
IJCV2023,,Sentimental Visual Captioning using Multimodal Transformer.,,,,"Xinxiao Wu,Tong Li",
IJCV2021,,Cross-Modal Pyramid Translation for RGB-D Scene Recognition.,,,,"Dapeng Du,Limin Wang,Zhaoyang Li,Gangshan Wu",
IJCV2023,,AutoEncoder-Driven Multimodal Collaborative Learning for Medical Image Synthesis.,,,,"Bing Cao,Zhiwei Bi,Qinghua Hu,Han Zhang,Nannan Wang,Xinbo Gao,Dinggang Shen",
IJCV2023,,Multi-Modal 3D Object Detection in Autonomous Driving: A Survey.,,,,"Yingjie Wang,Qiuyu Mao,Hanqi Zhu,Jiajun Deng,Yu Zhang,Jianmin Ji,Houqiang Li,Yanyong Zhang",
IJCV2022,,Learnable Depth-Sensitive Attention for Deep RGB-D Saliency Detection with Multi-modal Fusion Architecture Search.,,,,"Peng Sun,Wenhu Zhang,Songyuan Li,Yilin Guo,Congli Song,Xi Li",
IJCV2021,,Hierarchical Conditional Relation Networks for Multimodal Video Question Answering.,,,,"Thao Minh Le,Vuong Le,Svetha Venkatesh,Truyen Tran",
IJCV2023,,Attribute-Image Person Re-identification via Modal-Consistent Metric Learning.,,,,"Jianqing Zhu,Liu Liu,Yibing Zhan,Xiaobin Zhu,Huanqiang Zeng,Dacheng Tao",
IF2021,,DMRFNet: Deep Multimodal Reasoning and Fusion for Visual Question Answering and explanation generation.,,,,"Weifeng Zhang,Jing Yu,Wenhong Zhao,Chuan Ran",
IF2021,,A multimodal-Siamese Neural Network (mSNN) for person verification using signatures and EEG.,,,,"Debashis Das Chakladar,Pradeep Kumar,Partha Pratim Roy,Debi Prosad Dogra,Erik J. Scheme,Victor Chang",
IF2021,,Towards multi-modal causability with Graph Neural Networks enabling information fusion for explainable AI.,,,,"Andreas Holzinger,Bernd Malle,Anna Saranti,Bastian Pfeifer",
IF2021,,A comprehensive survey on multimodal medical signals fusion for smart healthcare systems.,,,,"Ghulam Muhammad,Fatima Alshehri,Fakhri Karray,Abdulmotaleb El-Saddik,Mansour Alsulaiman,Tiago H. Falk",
IF2021,,Variational multimodal machine translation with underlying semantic alignment.,,,,"Xiao Liu,Jing Zhao,Shiliang Sun,Huawen Liu,Hao Yang",
IF2021,,End-to-end multimodal affect recognition in real-world environments.,,,,"Panagiotis Tzirakis,Jiaxin Chen,Stefanos Zafeiriou,Björn W. Schuller",
IF2021,,Multimodal deep generative adversarial models for scalable doubly semi-supervised learning.,,,,"Changde Du,Changying Du,Huiguang He",
IF2021,,"Survey and challenges of story generation models - A multimodal perspective with five steps: Data embedding, topic modeling, storyline generation, draft story generation, and story evaluation.",,,,"Sang-Min Park,Young-Gab Kim",
IF2021,,Memory based fusion for multi-modal deep learning.,,,,"Darshana Priyasad,Tharindu Fernando,Simon Denman,Sridha Sridharan,Clinton Fookes",
IF2021,,Quantum-inspired multimodal fusion for video sentiment analysis.,,,,"Qiuchi Li,Dimitris Gkoumas,Christina Lioma,Massimo Melucci",
IF2021,,Alzheimer's disease multiclass diagnosis via multimodal neuroimaging embedding feature selection and fusion.,,,,"Yuanpeng Zhang,Shuihua Wang,Kaijian Xia,Yizhang Jiang,Pengjiang Qian",
IF2021,,What makes the difference? An empirical comparison of fusion strategies for multimodal language analysis.,,,,"Dimitris Gkoumas,Qiuchi Li,Christina Lioma,Yijun Yu,Dawei Song",
IF2022,,Locality guided cross-modal feature aggregation and pixel-level fusion for multispectral pedestrian detection.,,,,"Yanpeng Cao,Xing Luo,Jiangxin Yang,Yanlong Cao,Michael Ying Yang",
IF2022,,Multi-modal knowledge graphs representation learning via multi-headed self-attention.,,,,"Enqiang Wang,Qing Yu,Yelin Chen,Wushouer Slamu,Xukang Luo",
IF2022,,Multimodal Attentive Fusion Network for audio-visual event recognition.,,,,"Mathilde Brousmiche,Jean Rouat,Stéphane Dupont",
IF2022,,Multimodal and multicontrast image fusion via deep generative models.,,,,"Giovanna Maria Dimitri,Simeon E. Spasov,Andrea Duggento,Luca Passamonti,Pietro Lió,Nicola Toschi",
IF2022,,Deep Emotional Arousal Network for Multimodal Sentiment Analysis and Emotion Recognition.,,,,"Feng Zhang,Xi-Cheng Li,Chee Peng Lim,Qiang Hua,Chun-Ru Dong,Jun-Hai Zhai",
IF2022,,Dwarfism computer-aided diagnosis algorithm based on multimodal pyradiomics.,,,,"Shi Qiu,Yi Jin,Songhe Feng,Tao Zhou,Yidong Li",
IF2022,,A novel multimodal fusion network based on a joint-coding model for lane line segmentation.,,,,"Zhenhong Zou,Xinyu Zhang,Huaping Liu,Zhiwei Li,Amir Hussain,Jun Li",
IF2022,,"Multimodal Co-learning: Challenges, applications with datasets, recent advances and future directions.",,,,"Anil Rahate,Rahee Walambe,Sheela Ramanna,Ketan Kotecha",
IF2022,,Multimodal Earth observation data fusion: Graph-based approach in shared latent space.,,,,"Pattathal V. Arun,Roy Sadeh,Asaf Avneri,Yaniv Tubul,Carlos Camino,Krishna Mohan Buddhiraju,Alok Porwal,Ran Nisim Lati,Pablo J. Zarco-Tejada,Zvi Peleg,Ittai Herrmann",
IF2022,,"Multi-modal gait: A wearable, algorithm and data fusion approach for clinical and free-living assessment.",,,,"Yunus Emre Çelik,Samuel Stuart,Wai Lok Woo,Ervin Sejdic,Alan Godfrey",
IF2022,,"Unbox the black-box for the medical explainable AI via multi-modal and multi-centre data fusion: A mini-review, two showcases and beyond.",,,,"Guang Yang,Qinghao Ye,Jun Xia",
TAFFC2023,,Behavioral and Physiological Signals-Based Deep Multimodal Approach for Mobile Emotion Recognition.,,,,"Kangning Yang,Chaofan Wang,Yue Gu,Zhanna Sarsenbayeva,Benjamin Tag,Tilman Dingler,Greg Wadley,Jorge Gonçalves",
TAFFC2022,,Multi-Label and Multimodal Classifier for Affective States Recognition in Virtual Rehabilitation.,,,,"Jesús Joel Rivas,Maria del Carmen Lara,Luis Castrejón,Jorge Hernández-Franco,Felipe Orihuela-Espina,Lorena Palafox,Amanda C. de C. Williams,Nadia Bianchi-Berthouze,Luis Enrique Sucar",
TAFFC2023,,Collecting Mementos: A Multimodal Dataset for Context-Sensitive Modeling of Affect and Memory Processing in Responses to Videos.,,,,"Bernd Dudzik,Hayley Hung,Mark A. Neerincx,Joost Broekens",
TAFFC2022,,Affective Video Content Analysis via Multimodal Deep Quality Embedding Network.,,,,"Yaochen Zhu,Zhenzhong Chen,Feng Wu",
TAFFC2023,,"The Multimodal Sentiment Analysis in Car Reviews (MuSe-CaR) Dataset: Collection, Insights and Improvements.",,,,"Lukas Stappen,Alice Baird,Lea Schumann,Björn W. Schuller",
TAFFC2023,,Multi-Modal Sarcasm Detection and Humor Classification in Code-Mixed Conversations.,,,,"Manjot Bedi,Shivani Kumar,Md. Shad Akhtar,Tanmoy Chakraborty",
TAFFC2023,,Multimodal Affective States Recognition Based on Multiscale CNNs and Biologically Inspired Decision Fusion Model.,,,,"Yuxuan Zhao,Xinyan Cao,Jinlong Lin,Dunshan Yu,Xixin Cao",
TAFFC2022,,EmoSen: Generating Sentiment and Emotion Controlled Responses in a Multimodal Dialogue System.,,,,"Mauajama Firdaus,Hardik Chauhan,Asif Ekbal,Pushpak Bhattacharyya",
TAFFC2023,,Exploring the Contextual Factors Affecting Multimodal Emotion Recognition in Videos.,,,,"Prasanta Bhattacharya,Raj Kumar Gupta,Yinping Yang",
TAFFC2023,,Multimodal Emotion-Cause Pair Extraction in Conversations.,,,,"Fanfan Wang,Zixiang Ding,Rui Xia,Zhaoyu Li,Jianfei Yu",
TAFFC2023,,Hierarchical Interactive Multimodal Transformer for Aspect-Based Multimodal Sentiment Analysis.,,,,"Jianfei Yu,Kai Chen,Rui Xia",
TAFFC2022,,A Multimodal Approach for Mania Level Prediction in Bipolar Disorder.,,,,"Pinar Baki,Heysem Kaya,Elvan Çiftçi,Hüseyin Güleç,Albert Ali Salah",
TAFFC2022,,"Robust Audiovisual Emotion Recognition: Aligning Modalities, Capturing Temporal Information, and Handling Missing Features.",,,,"Lucas Goncalves,Carlos Busso",
TAFFC2023,,Deep Multi-Modal Network Based Automated Depression Severity Estimation.,,,,"Md Azher Uddin,Joolekha Bibi Joolee,Kyung-Ah Sohn",
TAFFC2023,,Learning to Learn Better Unimodal Representations via Adaptive Multimodal Meta-Learning.,,,,"Ya Sun,Sijie Mai,Haifeng Hu",
TAFFC2023,,Hybrid Contrastive Learning of Tri-Modal Representation for Multimodal Sentiment Analysis.,,,,"Sijie Mai,Ying Zeng,Shuangjia Zheng,Haifeng Hu",
TAFFC2023,,SMIN: Semi-Supervised Multi-Modal Interaction Network for Conversational Emotion Recognition.,,,,"Zheng Lian,Bin Liu,Jianhua Tao",
TAFFC2023,,Effects of Physiological Signals in Different Types of Multimodal Sentiment Estimation.,,,,"Shun Katada,Shogo Okada,Kazunori Komatani",
TAFFC2023,,Emotion Arousal Assessment Based on Multimodal Physiological Signals for Game Users.,,,,"Rongyang Li,Jianguo Ding,Huansheng Ning",
TAFFC2023,,TensorFormer: A Tensor-Based Multimodal Transformer for Multimodal Sentiment Analysis and Depression Detection.,,,,"Hao Sun,Yen-Wei Chen,Lanfen Lin",
TAFFC2023,,MIA-Net: Multi-Modal Interactive Attention Network for Multi-Modal Affective Analysis.,,,,"Shuzhen Li,Tong Zhang,Bianna Chen,C. L. Philip Chen",
TAFFC2023,,Semi-Structural Interview-Based Chinese Multimodal Depression Corpus Towards Automatic Preliminary Screening of Depressive Disorders.,,,,"Bochao Zou,Jiali Han,Yingxue Wang,Rui Liu,Shenghui Zhao,Lei Feng,Xiangwen Lyu,Huimin Ma",
TAFFC2023,,Shared-Private Memory Networks For Multimodal Sentiment Analysis.,,,,"Xianbing Zhao,Yinxin Chen,Sicen Liu,Buzhou Tang",
TAFFC2023,,Audio-Visual Emotion Recognition With Preference Learning Based on Intended and Multi-Modal Perceived Labels.,,,,"Yuanyuan Lei,Houwei Cao",
IF2023,,Modality translation-based multimodal sentiment analysis under uncertain missing modalities.,,,,"Zhizhong Liu,Bin Zhou,Dianhui Chu,Yuhang Sun,Lingqiang Meng",
IF2022,,Multimodal research in vision and language: A review of current and emerging trends.,,,,"Shagun Uppal,Sarthak Bhagat,Devamanyu Hazarika,Navonil Majumder,Soujanya Poria,Roger Zimmermann,Amir Zadeh",
IF2023,,"OpenViVQA: Task, dataset, and multimodal fusion models for visual question answering in Vietnamese.",,,,"Nghia Hieu Nguyen,Duong T. D. Vo,Kiet Van Nguyen,Ngan Luu-Thuy Nguyen",
IF2023,,Spectrum-image dual-modality fusion empowered accurate and efficient classification system for traditional Chinese medicine.,,,,"Aojun Gong,Lianbo Guo,Yuan Yu,Yunzhi Xia,Xianjun Deng,Zhenlin Hu",
IF2023,,Fuel consumption prediction for pre-departure flights using attention-based multi-modal fusion.,,,,"Yi Lin,Dongyue Guo,Yuankai Wu,Lishuai Li,Edmond Qi Wu,Wenyi Ge",
IF2023,,Prompt-based and weak-modality enhanced multimodal recommendation.,,,,"Xue Dong,Xuemeng Song,Minghui Tian,Linmei Hu",
IF2023,,Emotion recognition from unimodal to multimodal analysis: A review.,,,,"Kaouther Ezzameli,Hela Mahersia",
IF2023,,QNMF: A quantum neural network based multimodal fusion system for intelligent diagnosis.,,,,"Zhiguo Qu,Yang Li,Prayag Tiwari",
IF2023,,Cross-modal contrastive learning for aspect-based recommendation.,,,,"Heesoo Won,Byungkook Oh,Hyeongjun Yang,Kyong-Ho Lee",
IF2023,,Learning from the global view: Supervised contrastive learning of multimodal representation.,,,,"Sijie Mai,Ying Zeng,Haifeng Hu",
IF2023,,KnowleNet: Knowledge fusion network for multimodal sarcasm detection.,,,,"Tan Yue,Rui Mao,Heng Wang,Zonghai Hu,Erik Cambria",
IF2023,,Multimedia analysis of robustly optimized multimodal transformer based on vision and language co-learning.,,,,"Junho Yoon,Gyu Ho Choi,Chang Choi",
