conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
IF2023,"affective,emomv",EmoMV: Affective music-video correspondence learning datasets for classification and retrieval.,10,"Music and Audio Processing,Neuroscience and Music Perception,Emotion and Mood Recognition","Computer science,Benchmark (surveying),Artificial intelligence,Ground truth,Deep learning,Modalities,Binary classification,Machine learning,Benchmarking,Binary number,Artificial neural network,Pattern recognition (psychology),Support vector machine,Social science,Arithmetic,Mathematics,Geodesy,Marketing,Sociology,Business,Geography",,,"Ha Thi Phuong Thao,Gemma Roig,Dorien Herremans",
IF2024,emotion,Emotion recognition and artificial intelligence: A systematic review (2014-2023) and research recommendations.,103,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Gaze Tracking and Assistive Technology","Computer science,Affective computing,Modalities,Emotion recognition,Systematic review,Facial expression,Artificial intelligence,Human–computer interaction,MEDLINE,Social science,Political science,Law,Sociology",,,"Smith K. Khare,Victoria Blanes-Vidal,Esmaeil S. Nadimi,U. Rajendra Acharya",
IF2024,emotion,"Multimodal Emotion Recognition with Deep Learning: Advancements, challenges, and future directions.",39,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Advanced Text Analysis Techniques","Computer science,Realm,Deep learning,Data science,Domain (mathematical analysis),Affective computing,Sentiment analysis,Artificial intelligence,Key (lock),Comprehension,Focus (optics),Human–computer interaction,Mathematical analysis,Physics,Mathematics,Computer security,Optics,Political science,Law,Programming language",,,"Geetha Vijayaraghavan,Mala T.,Priyanka D.,Uma E.",
TAFFC2024,affective,"Opacity, Transparency, and the Ethics of Affective Computing.",3,"Ethics and Social Impacts of AI,Free Will and Agency,Neuroethics, Human Enhancement, Biomedical Innovations","Transparency (behavior),Opacity,Autonomy,Deception,Psychology,Cognitive psychology,Social psychology,Computer science,Political science,Computer security,Law,Physics,Optics",,,"Manohar Kumar,Aisha Aijaz,Omkar Chattar,Jainendra Shukla,Raghava Mutharaju",
TAFFC2023,emotion,The Acoustically Emotion-Aware Conversational Agent With Speech Emotion Recognition and Empathetic Responses.,10,"Emotion and Mood Recognition,Social Robot Interaction and HRI,AI in Service Interactions","Emotion recognition,Psychology,Natural (archaeology),Emotional intelligence,Negative emotion,Emotion classification,Interface (matter),Affective computing,Cognitive psychology,Computer science,Social psychology,Archaeology,Bubble,Maximum bubble pressure method,Parallel computing,History,Neuroscience",,,"Jiaxiong Hu,Yun Huang,Xiaozhu Hu,Yingqing Xu",
TAFFC2024,"affective,affectivity,affect",An (E)Affective Bind: Situated Affectivity and the Prospect of Affect Recognition.,1,"Embodied and Extended Cognition,Emotions and Moral Behavior,Face Recognition and Perception","Situated,Affect (linguistics),The arts,Psychology,Social psychology,Epistemology,Negative affectivity,Sociology,Ambiguity,Aesthetics,Political science,Computer science,Personality,Communication,Artificial intelligence,Philosophy,Law,Programming language",,,Jason Branford,
TAFFC2021,emotional,Induction of Emotional States in Educational Video Games Through a Fuzzy Control System.,25,"Intelligent Tutoring Systems and Adaptive Learning,Online Learning and Analytics,Reinforcement Learning in Robotics","Control (management),Fuzzy logic,Psychology,Process (computing),State (computer science),Computer science,Video game,Fuzzy control system,Multimedia,Cognitive psychology,Human–computer interaction,Artificial intelligence,Algorithm,Operating system",,,"Carlos Lara-Alvarez,Hugo A. Mitre-Hernández,Juan J. Flores,Humberto Pérez Espinosa",
TAFFC2023,"emotion,emotional",Emotion Intensity and its Control for Emotional Voice Conversion.,35,"Speech Recognition and Synthesis,Speech and Audio Processing,Emotion and Mood Recognition","Embedding,Utterance,Psychology,Valence (chemistry),Similarity (geometry),Style (visual arts),Speech recognition,Computer science,Cognitive psychology,Artificial intelligence,Image (mathematics),Archaeology,History,Physics,Quantum mechanics",,,"Kun Zhou,Berrak Sisman,Rajib Rana,Björn W. Schuller,Haizhou Li",
TAFFC2024,"emotional,affect",Spatio-Temporal Graph Analytics on Secondary Affect Data for Improving Trustworthy Emotional AI.,0,"Mental Health Research Topics,Digital Mental Health Interventions,Emotion and Mood Recognition","Computer science,Affect (linguistics),Transparency (behavior),Data science,Perspective (graphical),Analytics,Data mining,Graph,Data modeling,Harm,Accountability,Software deployment,Trustworthiness,Corporate governance,Artificial intelligence,Computer security,Psychology,Theoretical computer science,Social psychology,Database,Communication,Finance,Political science,Law,Economics,Operating system",,,"Md Taufeeq Uddin,Lijun Yin,Shaun J. Canavan",
TAFFC2021,affective,Leveraging Affective Hashtags for Ranking Music Recommendations.,22,"Music and Audio Processing,Neuroscience and Music Perception,Sentiment Analysis and Opinion Mining","Ranking (information retrieval),Computer science,Leverage (statistics),Context (archaeology),Affective computing,Information retrieval,Set (abstract data type),Mood,Artificial intelligence,Machine learning,Psychology,Social psychology,Paleontology,Biology,Programming language",,,"Eva Zangerle,Chih-Ming Chen,Ming-Feng Tsai,Yi-Hsuan Yang",
TAFFC2023,emotion,A Survey of Textual Emotion Recognition and Its Challenges.,78,"Sentiment Analysis and Opinion Mining,Advanced Text Analysis Techniques,Text and Document Classification Technologies","Deep learning,Computer science,Artificial intelligence,Field (mathematics),Data science,Word embedding,Emotion recognition,Sentiment analysis,Natural language understanding,Quality (philosophy),Affective computing,Natural language processing,Natural language,Embedding,Epistemology,Philosophy,Mathematics,Pure mathematics",,,"Jiawen Deng,Fuji Ren",
TAFFC2024,affective,Ethical Considerations and Checklist for Affective Research With Wearables.,11,"Digital Mental Health Interventions,Emotion and Mood Recognition,Mental Health via Writing","Usability,Checklist,Wearable computer,Popularity,Psychology,Wearable technology,Research ethics,Applied psychology,Computer science,Internet privacy,Human–computer interaction,Social psychology,Cognitive psychology,Psychiatry,Embedded system",,,"Maciej Behnke,Stanislaw Saganowski,Dominika Kunc,Przemyslaw Kazienko",
TAFFC2021,emotion,Inter-Brain EEG Feature Extraction and Analysis for Continuous Implicit Emotion Tagging During Video Watching.,56,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Neural dynamics and brain function","Electroencephalography,Valence (chemistry),Feature extraction,Arousal,Emotion recognition,Computer science,Brain activity and meditation,Speech recognition,Pattern recognition (psychology),Artificial intelligence,Affective computing,Feature (linguistics),Psychology,Neuroscience,Linguistics,Philosophy,Physics,Quantum mechanics",,,"Yue Ding,Xin Hu,Zhenyi Xia,Yong-Jin Liu,Dan Zhang",
TAFFC2023,emotion,Audio Features for Music Emotion Recognition: A Survey.,93,"Music and Audio Processing,Neuroscience and Music Perception,Speech and Audio Processing","Affective computing,Key (lock),Computer science,Music and emotion,Musical,Tone (literature),Emotion recognition,Music psychology,Feature (linguistics),Rhythm,Audio signal processing,Speech recognition,Artificial intelligence,Audio signal,Aesthetics,Linguistics,Music history,Visual arts,Art,Philosophy,Speech coding,Computer security",,,"Renato Panda,Ricardo Malheiro,Rui Pedro Paiva",
TAFFC2024,affective,Measuring and Fostering Diversity in Affective Computing Research.,4,"Gender and Technology in Education,Youth Education and Societal Dynamics","Diversity (politics),Affective computing,Psychology,Cognitive psychology,Social psychology,Computer science,Human–computer interaction,Sociology,Anthropology",,,"Isabelle Hupont,Songül Tolan,Pedro Frau,Lorenzo Porcaro,Emilia Gómez",
TAFFC2023,emotion,Automatic Emotion Recognition for Groups: A Review.,48,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Anomaly Detection Techniques and Applications","Modalities,Computer science,Emotion recognition,Crowds,Robustness (evolution),Affective computing,Emotion detection,Artificial intelligence,Machine learning,Natural language processing,Data science,Social science,Biochemistry,Chemistry,Computer security,Sociology,Gene",,,"Emmeke Veltmeijer,Charlotte Gerritsen,Koen V. Hindriks",
TAFFC2022,affective,Utilizing Deep Learning Towards Multi-Modal Bio-Sensing and Vision-Based Affective Computing.,174,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Advanced Chemical Sensor Technologies","Computer science,Artificial intelligence,Deep learning,Machine learning,Transfer of learning,Affective computing,Modalities,Modal,Salient,Emotion classification,Pattern recognition (psychology),Social science,Chemistry,Sociology,Polymer chemistry",,,"Siddharth,Tzyy-Ping Jung,Terrence J. Sejnowski",
IF2023,emotion,Dynamic interactive multiview memory network for emotion recognition in conversation.,51,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Humor Studies and Applications","Computer science,Conversation,Fuse (electrical),Crossmodal,Focus (optics),Modalities,Process (computing),Human–computer interaction,Multimodal interaction,Artificial intelligence,Speech recognition,Perception,Visual perception,Social science,Philosophy,Linguistics,Physics,Optics,Neuroscience,Sociology,Electrical engineering,Biology,Engineering,Operating system",,,"Jintao Wen,Dazhi Jiang,Geng Tu,Cheng Liu,Erik Cambria",
IF2024,emotion,Multi-view domain-adaptive representation learning for EEG-based emotion recognition.,21,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,ECG Monitoring and Analysis","Computer science,Discriminative model,Artificial intelligence,Pattern recognition (psychology),Discriminator,Convolutional neural network,Electroencephalography,Feature (linguistics),Speech recognition,Short-time Fourier transform,Machine learning,Fourier transform,Mathematics,Psychology,Telecommunications,Fourier analysis,Linguistics,Philosophy,Mathematical analysis,Psychiatry,Detector",,,"Chao Li,Ning Bian,Ziping Zhao,Haishuai Wang,Björn W. Schuller",
IF2024,emotion,Incongruity-aware multimodal physiology signals fusion for emotion recognition.,3,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Color perception and design","Concatenation (mathematics),Modality (human–computer interaction),Computer science,Modalities,Redundancy (engineering),Artificial intelligence,Feature (linguistics),Pattern recognition (psychology),Fusion,Transformer,Speech recognition,Mathematics,Engineering,Social science,Linguistics,Philosophy,Combinatorics,Voltage,Sociology,Electrical engineering,Operating system",,,"Jing Li,Ning Chen,Hongqing Zhu,Guangqiang Li,Zhangyong Xu,Dingxin Chen",
IF2024,emotional,Identifying the hierarchical emotional areas in the human brain through information fusion.,1,"Functional Brain Connectivity Studies,Neural dynamics and brain function,Mental Health Research Topics","Pairwise comparison,Computer science,Perception,Key (lock),Strict constructionism,Emotion perception,Cognitive psychology,Process (computing),Artificial intelligence,Cognitive science,Psychology,Machine learning,Epistemology,Philosophy,Computer security,Neuroscience,Facial expression,Operating system",,,"Zhongyu Huang,Changde Du,Chaozhuo Li,Kaicheng Fu,Huiguang He",
IF2023,emotion,Finding hate speech with auxiliary emotion detection from self-training multi-label learning perspective.,19,"Hate Speech and Cyberbullying Detection,Internet Traffic Analysis and Secure E-voting,Spam and Phishing Detection","Perspective (graphical),Computer science,Benchmark (surveying),Emotion detection,Mainstream,Task (project management),Speech recognition,Voice activity detection,Artificial intelligence,Sentiment analysis,Emotion recognition,Natural language processing,Machine learning,Speech processing,Philosophy,Theology,Management,Geodesy,Economics,Geography",,,"Changrong Min,Hongfei Lin,Ximing Li,He Zhao,Junyu Lu,Liang Yang,Bo Xu",
IF2023,emotion,Emotion fusion for mental illness detection from social media: A survey.,50,"Mental Health via Writing,Sentiment Analysis and Opinion Mining,Complex Network Analysis Techniques","Popularity,Interpretability,Social media,Mental illness,Mental health,Quality (philosophy),Emotion detection,Computer science,Psychology,Data science,Applied psychology,Psychiatry,Artificial intelligence,World Wide Web,Emotion recognition,Social psychology,Philosophy,Epistemology",,,"Tianlin Zhang,Kailai Yang,Shaoxiong Ji,Sophia Ananiadou",
conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
INTERSPEECH2023,"emotion,emotional",Learning Emotional Representations from Imbalanced Speech Data for Speech Emotion Recognition and Emotional Text-to-Speech,1,"Speech Recognition and Synthesis,Speech and Audio Processing","Speech recognition,Emotion recognition,Computer science,Motor theory of speech perception,Speech processing,Natural language processing,Speech corpus,Artificial intelligence,Speech synthesis,Speech perception,Psychology,Perception,Neuroscience",,https://www.isca-archive.org//interspeech_2023/wang23ka_interspeech.pdf,"Shijun Wang, Jón Guðnason, Damian Borth","Effective speech emotional representations play a key role in Speech Emotion Recognition (SER) and Emotional Text-To-Speech (TTS) tasks. However, emotional speech samples are more difficult and expensive to acquire compared with Neutral style speech, which causes one issue that most related works unfortunately neglect: imbalanced datasets. Models might overfit to the majority Neutral class and fail to produce robust and effective emotional representations. In this paper, we propose an Emotion Extractor to address this issue. We use augmentation approaches to train the model and enable it to extract effective and generalizable emotional representations from imbalanced datasets. Our empirical results show that (1) for the SER task, the proposed Emotion Extractor surpasses the state-of-the-art baseline on three imbalanced datasets; (2) the produced representations from our Emotion Extractor benefit the TTS model, and enable it to synthesize more expressive speech."
INTERSPEECH2023,"emotion,emotional",ASR and Emotional Speech: A Word-Level Investigation of the Mutual Impact of Speech and Emotion Recognition,5,"Speech Recognition and Synthesis,Phonetics and Phonology Research,Speech and dialogue systems","Speech recognition,Computer science,Word (group theory),Emotion recognition,Natural language processing,Linguistics,Philosophy",,https://www.isca-archive.org//interspeech_2023/li23ea_interspeech.pdf,"Yuanchao Li, Zeyu Zhao, Ondřej Klejch, Peter Bell, Catherine Lai","In Speech Emotion Recognition (SER), textual data is often used alongside audio signals to address their inherent variability. However, the reliance on human annotated text in most research hinders the development of practical SER systems. To overcome this challenge, we investigate how Automatic Speech Recognition (ASR) performs on emotional speech by analyzing the ASR performance on emotion corpora and examining the distribution of word errors and confidence scores in ASR transcripts to gain insight into how emotion affects ASR. We utilize four ASR systems, namely Kaldi ASR, wav2vec2, Conformer, and Whisper, and three corpora: IEMOCAP, MOSI, and MELD to ensure generalizability. Additionally, we conduct text-based SER on ASR transcripts with increasing word error rates to investigate how ASR affects SER. The objective of this study is to uncover the relationship and mutual impact of ASR and SER, in order to facilitate ASR adaptation to emotional speech and the use of SER in real world."
TAFFC2024,affect,Facial Expression Recognition in Classrooms: Ethical Considerations and Proposed Guidelines for Affect Detection in Educational Settings.,4,"Emotion and Mood Recognition,Emotions and Moral Behavior,Face Recognition and Perception","Affect (linguistics),Reflexivity,Typology,Facial expression,Psychology,Tracking (education),Psychological intervention,Affective computing,Social psychology,Engineering ethics,Pedagogy,Sociology,Engineering,Social science,Communication,Neuroscience,Psychiatry,Anthropology",,,"Allison Macey Banzon,Jonathan Beever,Michelle Taub",
TAFFC2024,affective,ARAUS: A Large-Scale Dataset and Baseline Models of Affective Responses to Augmented Urban Soundscapes.,13,"Noise Effects and Management,Hearing Loss and Rehabilitation,Acoustic Wave Phenomena Research","Soundscape,Benchmark (surveying),Set (abstract data type),Perception,Baseline (sea),Computer science,Artificial intelligence,Speech recognition,Machine learning,Psychology,Geography,Sound (geography),Cartography,Acoustics,Oceanography,Physics,Neuroscience,Geology,Programming language",,,"Kenneth Ooi,Zhen-Ting Ong,Karn N. Watcharasupat,Bhan Lam,Joo Young Hong,Woon-Seng Gan",
TAFFC2024,emotion,Prompt Consistency for Multi-Label Textual Emotion Detection.,8,"Sentiment Analysis and Opinion Mining,Text and Document Classification Technologies,Advanced Text Analysis Techniques","Computer science,Natural language processing,Emotion detection,Consistency (knowledge bases),Redundancy (engineering),Artificial intelligence,Multi-label classification,Task (project management),Semantics (computer science),Machine learning,Emotion recognition,Management,Economics,Programming language,Operating system",,,"Yangyang Zhou,Xin Kang,Fuji Ren",
TAFFC2021,emotion,Empirical Evidence Relating EEG Signal Duration to Emotion Classification Performance.,33,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Neural dynamics and brain function","Electroencephalography,Stimulus (psychology),Computer science,Recall,Speech recognition,Artificial intelligence,Classifier (UML),Emotion recognition,Pattern recognition (psychology),Emotion classification,Psychology,Cognitive psychology,Neuroscience",,,"Eanes Torres Pereira,Herman Martins Gomes,Luciana Ribeiro Veloso,Moisés Roberto A. Mota",
TAFFC2023,emotional,The Analysis of Driver's Behavioral Tendency Under Different Emotional States Based on a Bayesian Network.,877,"Traffic and Road Safety,Injury Epidemiology and Prevention,Occupational Health and Safety Research","Crash,Poison control,Human factors and ergonomics,Motor vehicle crash,Injury prevention,Transport engineering,Occupational safety and health,Engineering,Range (aeronautics),Risk analysis (engineering),Computer science,Forensic engineering,Medicine,Environmental health,Pathology,Programming language,Aerospace engineering",,,"Yaqi Liu,Xiao-Yuan Wang",
TAFFC2024,emotion,GA2MIF: Graph and Attention Based Two-Stage Multi-Source Information Fusion for Conversational Emotion Detection.,26,"Sentiment Analysis and Opinion Mining,Emotion and Mood Recognition,Advanced Text Analysis Techniques","Computer science,Emotion detection,Information fusion,Emotion recognition,Fusion,Sensor fusion,Affective computing,Psychology,Artificial intelligence,Graph,Speech recognition,Cognitive psychology,Natural language processing,Theoretical computer science,Linguistics,Philosophy",,,"Jiang Li,Xiaoping Wang,Guoqing Lv,Zhigang Zeng",
conf,matched_queries,title,citation_count,categories,concepts,code_url,pdf_url,authors,abstract
MM2022,emotions,A Multi-view Spectral-Spatial-Temporal Masked Autoencoder for Decoding Emotions with Self-supervised Learning.,27,"EEG and Brain-Computer Interfaces,Emotion and Mood Recognition,Neural dynamics and brain function","Computer science,Autoencoder,Electroencephalography,Artificial intelligence,Decoding methods,Pattern recognition (psychology),Speech recognition,Data modeling,Deep learning,Machine learning,Psychology,Telecommunications,Database,Psychiatry",,,"Rui Li,Yiting Wang,Wei-Long Zheng,Bao-Liang Lu",
MM2022,affective,"MAFW: A Large-scale, Multi-modal, Compound Affective Database for Dynamic Facial Expression Recognition in the Wild.",23,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Speech and Audio Processing","Sadness,Disgust,Computer science,Facial expression,Modality (human–computer interaction),Emotion classification,Surprise,Affective computing,Annotation,Anger,Happiness,Artificial intelligence,Natural language processing,Speech recognition,Psychology,Social psychology,Psychiatry",,,"Yuanyuan Liu,Wei Dai,Chuanxu Feng,Wenbin Wang,Guanghao Yin,Jiabei Zeng,Shiguang Shan",
MM2022,emotion,SER30K: A Large-Scale Dataset for Sticker Emotion Recognition.,5,"Visual Attention and Saliency Detection,Image Retrieval and Classification Techniques,Advanced Image and Video Retrieval Techniques","Computer science,Convolutional neural network,Artificial intelligence,Popularity,Focus (optics),Facial expression,Emotion recognition,Emotion classification,Theme (computing),World Wide Web,Psychology,Social psychology,Physics,Optics",,,"Shengzhe Liu,Xin Zhang,Jufeng Yang",
MM2022,affective,Representation Learning through Multimodal Attention and Time-Sync Comments for Affective Video Content Analysis.,10,"Emotion and Mood Recognition,Music and Audio Processing,Video Analysis and Summarization","Computer science,Artificial intelligence,Representation (politics),Leverage (statistics),Modalities,Benchmark (surveying),Feature learning,Embedding,Pattern recognition (psychology),Machine learning,Politics,Political science,Law,Social science,Geodesy,Sociology,Geography",,,"Jicai Pan,Shangfei Wang,Lin Fang",
MM2022,emotion,Towards Unbiased Visual Emotion Recognition via Causal Intervention.,11,"Emotion and Mood Recognition,Sentiment Analysis and Opinion Mining,Face and Expression Recognition","Spurious relationship,Computer science,Artificial intelligence,Machine learning,Inference,Robustness (evolution),Causal inference,Pattern recognition (psychology),Mathematics,Econometrics,Biochemistry,Chemistry,Gene",,,"Yuedong Chen,Xu Yang,Tat-Jen Cham,Jianfei Cai",
MM2022,affect,Learning from Label Relationships in Human Affect.,4,"Emotion and Mood Recognition,Mental Health Research Topics,Machine Learning in Healthcare","Computer science,Artificial intelligence,Machine learning,Margin (machine learning),Overfitting,Generalizability theory,Context (archaeology),Regression,Feature (linguistics),Affect (linguistics),Feature learning,Deep learning,Artificial neural network,Statistics,Mathematics,Paleontology,Linguistics,Philosophy,Biology",,,"Niki Maria Foteinopoulou,Ioannis Patras",
MM2022,emotion,Unsupervised Domain Adaptation Integrating Transformer and Mutual Information for Cross-Corpus Speech Emotion Recognition.,10,"Speech and Audio Processing,Emotion and Mood Recognition,Speech Recognition and Synthesis","Computer science,Artificial intelligence,Utterance,Mutual information,Transformer,Speech recognition,Pattern recognition (psychology),Encoder,Unsupervised learning,Domain adaptation,Natural language processing,Physics,Quantum mechanics,Voltage,Operating system,Classifier (UML)",,,"Shiqing Zhang,Ruixin Liu,Yijiao Yang,Xiaoming Zhao,Jun Yu",
TAFFC2021,emotion,Feature Pooling of Modulation Spectrum Features for Improved Speech Emotion Recognition in the Wild.,53,"Emotion and Mood Recognition,Speech and Audio Processing,Music and Audio Processing","Reverberation,Pooling,Computer science,Speech recognition,Benchmark (surveying),Affective computing,Noise (video),Feature (linguistics),Valence (chemistry),Background noise,Artificial intelligence,Feature extraction,Engineering,Telecommunications,Linguistics,Philosophy,Physics,Geodesy,Quantum mechanics,Geography,Electrical engineering,Image (mathematics)",,,"Anderson R. Avila,Zahid Akhtar,João Felipe Santos,Douglas D. O'Shaughnessy,Tiago H. Falk",
TAFFC2022,emotions,On Emotions as Features for Speech Overlaps Classification.,3,"Speech and dialogue systems,Emotion and Mood Recognition,Speech Recognition and Synthesis","Valence (chemistry),Computer science,Speech recognition,Focus (optics),Emotional valence,Artificial intelligence,Natural language processing,Psychology,Cognition,Physics,Quantum mechanics,Neuroscience,Optics",,,"Olga Egorow,Andreas Wendemuth",
TAFFC2024,emotion,Transformer-Based Self-Supervised Multimodal Representation Learning for Wearable Emotion Recognition.,23,"Emotion and Mood Recognition,EEG and Brain-Computer Interfaces,Sentiment Analysis and Opinion Mining","Computer science,Artificial intelligence,Overfitting,Pattern recognition (psychology),Wearable computer,Machine learning,Encoder,Feature extraction,Autoencoder,Speech recognition,Deep learning,Artificial neural network,Embedded system,Operating system",,,"Yujin Wu,Mohamed Daoudi,Ali Amad",
TAFFC2021,emotions,Induction and Profiling of Strong Multi-Componential Emotions in Virtual Reality.,72,"Emotion and Mood Recognition,Neural dynamics and brain function,Cognitive Science and Education Research","Profiling (computer programming),Virtual reality,Psychology,Human–computer interaction,Cognitive psychology,Computer science,Operating system",,,"Ben Meuleman,David Rudrauf",
TAFFC2023,emotional,Detecting Mental Disorders in Social Media Through Emotional Patterns - The Case of Anorexia and Depression.,33,"Mental Health via Writing,Sentiment Analysis and Opinion Mining,Emotion and Mood Recognition","Interpretability,Anorexia,Psychology,Depression (economics),Social media,Eating disorders,Cognitive psychology,Clinical psychology,Computer science,Artificial intelligence,Medicine,World Wide Web,Internal medicine,Economics,Macroeconomics",,,"Mario Ezra Aragón,Adrián Pastor López-Monroy,Luis Carlos González-Gurrola,Manuel Montes-y-Gómez",
TAFFC2022,emotional,Emotional Conversation Generation Orientated Syntactically Constrained Bidirectional-Asynchronous Framework.,7,"Topic Modeling,Natural Language Processing Techniques,Sentiment Analysis and Opinion Mining","Computer science,Asynchronous communication,Conversation,Fluency,Artificial intelligence,Decoding methods,Constraint (computer-aided design),Natural language processing,Speech recognition,Linguistics,Psychology,Algorithm,Communication,Mechanical engineering,Computer network,Philosophy,Engineering",,,"Xiao Sun,Jingyuan Li,Jianhua Tao",
